col0	No	種類	地域	市区町村コード	都道府県名	市区町村名	地区名	最寄駅：名称	最寄駅：距離（分）	取引価格（総額）	坪単価	間取り	面積（㎡）	取引価格（㎡単価）	土地の形状	間口	延床面積（㎡）	建築年	建物の構造	用途	今後の利用目的	前面道路：方位	前面道路：種類	前面道路：幅員（ｍ）	都市計画	建ぺい率（％）	容積率（％）	取引時点	改装	取引の事情等
11070	11071	宅地(土地)	住宅地	13220	東京都	東大和市	芋窪	上北台	14	18000000	130000.0		440	40000.0	ほぼ整形						住宅	東	市道	2.8	第１種低層住居専用地域	40.0	80.0	2021年第４四半期		
11071	11072	宅地(土地)	住宅地	13220	東京都	東大和市	芋窪	上北台	8	14000000	450000.0		105	140000.0	ほぼ長方形	8.5						東	市道	7.5	第１種低層住居専用地域	40.0	80.0	2021年第４四半期		
11072	11073	宅地(土地)	住宅地	13220	東京都	東大和市	芋窪	上北台	18	21000000	140000.0		520	41000.0	ほぼ整形	18.9					住宅	東	市道	3.6	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
11079	11080	宅地(土地)	住宅地	13220	東京都	東大和市	狭山	武蔵大和	12	20000000	380000.0		175	120000.0	ほぼ長方形	16.0					住宅	南西	市道	6.0	第１種低層住居専用地域	40.0	80.0	2021年第４四半期		
11082	11083	宅地(土地)	住宅地	13220	東京都	東大和市	狭山	武蔵大和	14	19000000	760000.0		85	230000.0	ほぼ正方形	9.0						南	市道	3.6	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		隣地の購入
11083	11084	宅地(土地)	住宅地	13220	東京都	東大和市	清水	武蔵大和	4	62000000	840000.0		240	250000.0	台形	8.6					住宅	東	市道	5.4				2021年第４四半期		
11087	11088	宅地(土地)	住宅地	13220	東京都	東大和市	清水	武蔵大和	19	12000000	460000.0		85	140000.0	ほぼ長方形	9.8					住宅	西	私道	4.5	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
11093	11094	宅地(土地)	住宅地	13220	東京都	東大和市	高木	武蔵大和	18	17000000	290000.0		195	88000.0	袋地等						住宅	南	私道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
11099	11100	宅地(土地)	住宅地	13220	東京都	東大和市	仲原	東大和市	20	560000000	550000.0		2000㎡以上	170000.0	ほぼ長方形							北	市道	9.0	第１種中高層住居専用地域	60.0	150.0	2021年第４四半期		
11100	11101	宅地(土地)	住宅地	13220	東京都	東大和市	仲原	東大和市	23	23000000	540000.0		140	160000.0	長方形	7.6					住宅	西	市道	9.0	第１種中高層住居専用地域	60.0	150.0	2021年第３四半期		
11105	11106	宅地(土地)	住宅地	13220	東京都	東大和市	南街	東大和市	11	12000000	560000.0		70	170000.0	長方形	6.4					住宅	北西	市道	1.8	第１種中高層住居専用地域	60.0	150.0	2021年第３四半期		
11106	11107	宅地(土地)	住宅地	13220	東京都	東大和市	南街	東大和市	14	40000000	530000.0		250	160000.0	ほぼ長方形	15.1					住宅	北	市道	6.0	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
11107	11108	宅地(土地)	住宅地	13220	東京都	東大和市	向原	東大和市	11	28000000	780000.0		120	240000.0	ほぼ整形	11.0					住宅	西	市道	4.0	第１種低層住居専用地域	50.0	100.0	2021年第４四半期		
11110	11111	宅地(土地)	住宅地	13220	東京都	東大和市	向原	東大和市	7	75000000	450000.0		560	140000.0	ほぼ長方形	27.0					その他	北東	市道	4.0	第１種中高層住居専用地域	60.0	200.0	2021年第４四半期		
11112	11113	宅地(土地)	住宅地	13221	東京都	清瀬市	旭が丘	清瀬	30分?60分	27000000	670000.0		130	200000.0	長方形	10.2					住宅	南東	市道	5.0	準工業地域	60.0	200.0	2021年第４四半期		
11117	11118	宅地(土地)	住宅地	13221	東京都	清瀬市	下宿	新座	16	51000000	490000.0		115	150000.0	ほぼ台形	12.8					その他	南西	市道	5.0	第１種中高層住居専用地域	60.0	200.0	2021年第４四半期		
11118	11119	宅地(土地)	住宅地	13221	東京都	清瀬市	下宿	新座	16	41000000	490000.0		105	150000.0	ほぼ台形	8.9					その他	南東	市道	5.0	第１種中高層住居専用地域	60.0	200.0	2021年第４四半期		
11120	11121	宅地(土地)	住宅地	13221	東京都	清瀬市	下宿	新座	18	51000000	500000.0		125	150000.0	ほぼ台形						その他	南東	市道	5.4	第２種中高層住居専用地域	60.0	200.0	2021年第３四半期		
11127	11128	宅地(土地)	住宅地	13221	東京都	清瀬市	中清戸	清瀬	19	37000000	350000.0		350	110000.0	ほぼ長方形	13.4						南東	都道	16.0	第２種中高層住居専用地域	60.0	200.0	2021年第４四半期		隣地の購入
11134	11135	宅地(土地)	住宅地	13221	東京都	清瀬市	中里	秋津	21	8000000	430000.0		60	130000.0	不整形	11.8					住宅	南	市道	6.0	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
11135	11136	宅地(土地)	住宅地	13221	東京都	清瀬市	中里	清瀬	30分?60分	22000000	580000.0		125	180000.0	ほぼ長方形	4.8						北東	市道	5.0	準工業地域	60.0	200.0	2021年第４四半期		
11137	11138	宅地(土地)	住宅地	13221	東京都	清瀬市	中里	清瀬	25	27000000	400000.0		220	120000.0	ほぼ長方形	15.0					住宅	南	市道	6.0	第１種低層住居専用地域	50.0	100.0	2021年第４四半期		
11151	11152	宅地(土地)	住宅地	13221	東京都	清瀬市	元町	清瀬	8	30000000	200000.0		490	60000.0	不整形						住宅	南東	私道	4.0	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
11158	11159	宅地(土地)	住宅地	13222	東京都	東久留米市	学園町	ひばりケ丘(東京)	14	25000000	920000.0		90	280000.0	ほぼ整形	10.0					住宅	北東	市道	5.0	第１種中高層住居専用地域	60.0	200.0	2021年第３四半期		
11162	11163	宅地(土地)	住宅地	13222	東京都	東久留米市	幸町	清瀬	24	100000000	710000.0		460	220000.0	ほぼ整形	24.7					その他	西	都道	8.0	第２種中高層住居専用地域	60.0	200.0	2021年第４四半期		
11167	11168	宅地(土地)	住宅地	13222	東京都	東久留米市	幸町	東久留米	19	19000000	730000.0		85	220000.0	不整形	7.1					その他	西	道路	5.0	第１種低層住居専用地域	40.0	80.0	2021年第４四半期		
11169	11170	宅地(土地)	住宅地	13222	東京都	東久留米市	幸町	東久留米	18	30000000	780000.0		125	240000.0	ほぼ長方形						住宅	北東	市道	17.0				2021年第３四半期		
11175	11176	宅地(土地)	住宅地	13222	東京都	東久留米市	新川町	東久留米	10	37000000	1100000.0		110	340000.0	ほぼ整形						住宅	南	私道	4.5				2021年第３四半期		
11182	11183	宅地(土地)	住宅地	13222	東京都	東久留米市	滝山	花小金井	30分?60分	31000000	900000.0		115	270000.0	長方形	10.9					住宅	南西	私道	5.0				2021年第３四半期		
11193	11194	宅地(土地)	住宅地	13222	東京都	東久留米市	本町	東久留米	9	24000000	730000.0		110	220000.0	台形	9.3					その他	北西	私道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		私道を含む取引
11196	11197	宅地(土地)	住宅地	13222	東京都	東久留米市	南沢	東久留米	21	31000000	860000.0		120	260000.0	ほぼ正方形	10.5						北	道路	5.0				2021年第４四半期		
11200	11201	宅地(土地)	住宅地	13222	東京都	東久留米市	柳窪	小平	20	20000000	670000.0		100	200000.0	不整形	4.0					住宅	南	道路	4.5	準工業地域	60.0	200.0	2021年第３四半期		
11206	11207	宅地(土地)	住宅地	13223	東京都	武蔵村山市	大南	玉川上水	19	27000000	620000.0		145	190000.0	ほぼ長方形	13.0						北	市道	5.5	第１種低層住居専用地域	40.0	80.0	2021年第４四半期		
11209	11210	宅地(土地)	住宅地	13223	東京都	武蔵村山市	大南	玉川上水	8	85000000	600000.0		470	180000.0	ほぼ台形	14.4					住宅	南	市道	3.5	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
11210	11211	宅地(土地)	住宅地	13223	東京都	武蔵村山市	大南	玉川上水	16	4000000	220000.0		60	67000.0	ほぼ長方形	6.2						西	市道	8.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
11214	11215	宅地(土地)	住宅地	13223	東京都	武蔵村山市	学園	上北台	15	20000000	380000.0		175	110000.0	ほぼ台形	10.2					住宅	東	市道	3.6	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
11229	11230	宅地(土地)	住宅地	13223	東京都	武蔵村山市	本町	武蔵砂川	30分?60分	42000000	500000.0		280	150000.0	ほぼ長方形	14.6						南東	市道	3.4	第１種低層住居専用地域	50.0	100.0	2021年第３四半期		
11231	11232	宅地(土地)	住宅地	13223	東京都	武蔵村山市	三ツ藤	西武立川	30分?60分	11000000	480000.0		75	150000.0	長方形	7.0					住宅	北西	市道	5.0	第１種中高層住居専用地域	60.0	200.0	2021年第４四半期		
11239	11240	宅地(土地)	住宅地	13224	東京都	多摩市	一ノ宮	聖蹟桜ケ丘	10	60000000	820000.0		240	250000.0	長方形	16.5					住宅	北	市道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
11250	11251	宅地(土地)	住宅地	13224	東京都	多摩市	桜ケ丘	聖蹟桜ケ丘	25	35000000	420000.0		280	130000.0	ほぼ長方形	15.5					住宅	東	市道	8.0	第１種低層住居専用地域	40.0	80.0	2021年第４四半期		
11252	11253	宅地(土地)	住宅地	13224	東京都	多摩市	桜ケ丘	聖蹟桜ケ丘	18	36000000	430000.0		270	130000.0	ほぼ長方形	18.5						北西	市道	6.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
11259	11260	宅地(土地)	住宅地	13224	東京都	多摩市	関戸	聖蹟桜ケ丘	12	38000000	930000.0		135	280000.0	ほぼ長方形	10.2					住宅	北東	市道	4.5	第１種低層住居専用地域	40.0	80.0	2021年第４四半期		
11260	11261	宅地(土地)	住宅地	13224	東京都	多摩市	関戸	聖蹟桜ケ丘	11	34000000	820000.0		135	250000.0	ほぼ長方形	11.2					住宅	南西	私道	4.5	第１種低層住居専用地域	40.0	80.0	2021年第４四半期		
11264	11265	宅地(土地)	住宅地	13224	東京都	多摩市	関戸	聖蹟桜ケ丘	8	43000000	680000.0		210	200000.0	不整形	7.0					住宅	北東	市道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
11286	11287	宅地(土地)	住宅地	13224	東京都	多摩市	連光寺	聖蹟桜ケ丘	19	22000000	280000.0		260	85000.0	ほぼ台形	16.0						北西	市道	3.4	第１種低層住居専用地域	40.0	80.0	2021年第４四半期		私道を含む取引
11287	11288	宅地(土地)	住宅地	13224	東京都	多摩市	連光寺	聖蹟桜ケ丘	20	35000000	450000.0		260	140000.0	ほぼ整形						住宅	西	市道	4.5	第１種低層住居専用地域	40.0	80.0	2021年第４四半期		
11295	11296	宅地(土地)	住宅地	13225	東京都	稲城市	坂浜	稲城	25	4600000	52000.0		290	16000.0	不整形							西	市道					2021年第４四半期		調停・競売等
11297	11298	宅地(土地)	宅地見込地	13225	東京都	稲城市	坂浜	若葉台	30分?60分	12000000	120000.0		330	37000.0	不整形							接面道路無			第１種低層住居専用地域	30.0	50.0	2021年第４四半期		
11300	11301	宅地(土地)	住宅地	13225	東京都	稲城市	東長沼	稲城	7	44000000	1200000.0		125	350000.0	長方形	8.5						北	市道	6.0	第１種低層住居専用地域	50.0	100.0	2021年第４四半期		
11303	11304	宅地(土地)	住宅地	13225	東京都	稲城市	東長沼	稲城長沼	13	30000000	860000.0		115	260000.0	ほぼ長方形	9.5						東	私道	5.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
11306	11307	宅地(土地)	住宅地	13225	東京都	稲城市	平尾	栗平	19	36000000	440000.0		270	130000.0	ほぼ整形	8.2						南西	市道	6.0	第１種低層住居専用地域	50.0	100.0	2021年第４四半期		
11318	11319	宅地(土地)	商業地	13225	東京都	稲城市	矢野口	矢野口	9	310000000	900000.0		1100	270000.0	ほぼ整形	39.0						北西	都道	28.0	準住居地域	60.0	200.0	2021年第４四半期		
11319	11320	宅地(土地)	商業地	13225	東京都	稲城市	矢野口	矢野口	9	400000000	1100000.0		1100	350000.0	ほぼ整形	50.0m以上						北西	都道	28.0	準住居地域	60.0	200.0	2021年第４四半期		
11320	11321	宅地(土地)	住宅地	13225	東京都	稲城市	矢野口	矢野口	1	30000000	1300000.0		75	390000.0	ほぼ長方形							南	市道	16.0	準住居地域	60.0	300.0	2021年第４四半期		
11327	11328	宅地(土地)	住宅地	13227	東京都	羽村市	小作台	小作	6	24000000	740000.0		110	220000.0	長方形	6.0						北東	市道	6.0	第２種中高層住居専用地域	60.0	200.0	2021年第３四半期		
11328	11329	宅地(土地)	住宅地	13227	東京都	羽村市	小作台	小作	1	75000000	640000.0		390	190000.0	ほぼ整形	17.0					住宅	南東	市道	6.0	第２種中高層住居専用地域	60.0	200.0	2021年第３四半期		
11332	11333	宅地(土地)	住宅地	13227	東京都	羽村市	五ノ神	羽村	10	50000000	690000.0		240	210000.0	台形	20.2					住宅	北西	市道	6.0	第１種中高層住居専用地域	60.0	200.0	2021年第４四半期		
11333	11334	宅地(土地)	住宅地	13227	東京都	羽村市	五ノ神	羽村	3	76000000	870000.0		290	260000.0	ほぼ整形	15.8					住宅	南東	都道	10.0	第２種中高層住居専用地域	60.0	200.0	2021年第４四半期		
11334	11335	宅地(土地)	工業地	13227	東京都	羽村市	五ノ神	羽村	28	7100000	180000.0		130	54000.0	ほぼ整形	1.8					倉庫	南東	市道	16.0	工業専用地域	60.0	200.0	2021年第４四半期		
11343	11344	宅地(土地)	住宅地	13227	東京都	羽村市	羽加美	小作	17	16000000	350000.0		150	100000.0	ほぼ台形	13.0					その他	南西	市道	3.8	第１種低層住居専用地域	40.0	80.0	2021年第４四半期		
11346	11347	宅地(土地)	住宅地	13227	東京都	羽村市	羽中	羽村	13	31000000	330000.0		310	100000.0	不整形	19.5					住宅	北東	市道	7.5	第１種低層住居専用地域	40.0	80.0	2021年第４四半期		
11347	11348	宅地(土地)	住宅地	13227	東京都	羽村市	羽中	羽村	16	16000000	290000.0		180	88000.0	ほぼ台形	4.5					住宅	南西	私道	4.5	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
11352	11353	宅地(土地)	住宅地	13227	東京都	羽村市	双葉町	羽村	26	4000000	140000.0		95	43000.0	不整形	2.0					住宅	南	市道	6.0	第１種中高層住居専用地域	50.0	100.0	2021年第４四半期		
11354	11355	宅地(土地)	住宅地	13228	東京都	あきる野市	雨間	秋川	8	18000000	480000.0		120	150000.0	長方形						住宅	南	私道	5.0				2021年第４四半期		
11355	11356	宅地(土地)	住宅地	13228	東京都	あきる野市	雨間	東秋留	14	11000000	180000.0		195	56000.0	台形							南西	市道	2.7				2021年第４四半期		
11356	11357	宅地(土地)	住宅地	13228	東京都	あきる野市	五日市	武蔵五日市	9	14000000	300000.0		155	90000.0	長方形						住宅	東	市道	1.8				2021年第４四半期		
11357	11358	宅地(土地)	住宅地	13228	東京都	あきる野市	伊奈	武蔵増戸	10	6700000	190000.0		115	57000.0	ほぼ長方形	8.6						西	市道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第４四半期		
11359	11360	宅地(土地)	住宅地	13228	東京都	あきる野市	小川	東秋留	13	16000000	400000.0		130	120000.0	ほぼ整形						住宅	南	市道	5.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		私道を含む取引
11365	11366	宅地(土地)	住宅地	13228	東京都	あきる野市	二宮	東秋留	3	6500000	200000.0		105	62000.0	ほぼ正方形	8.0					その他	東	私道	5.5	第１種低層住居専用地域	40.0	80.0	2021年第４四半期		私道を含む取引
11367	11368	宅地(土地)	住宅地	13228	東京都	あきる野市	二宮	東秋留	16	25000000	440000.0		190	130000.0	長方形						住宅	南	市道	6.0				2021年第４四半期		
11368	11369	宅地(土地)	住宅地	13228	東京都	あきる野市	二宮	東秋留	5	33000000	510000.0		210	150000.0	長方形						その他	東	市道	3.8				2021年第４四半期		
11375	11376	宅地(土地)	住宅地	13228	東京都	あきる野市	野辺	東秋留	10	13000000	250000.0		175	76000.0	長方形						その他	北	市道	2.7				2021年第４四半期		調停・競売等
11377	11378	宅地(土地)	住宅地	13228	東京都	あきる野市	野辺	東秋留	16	11000000	280000.0		130	86000.0	長方形	9.3					住宅	北	市道	5.0	準工業地域	60.0	200.0	2021年第４四半期		
