col0	No	種類	地域	市区町村コード	都道府県名	市区町村名	地区名	最寄駅：名称	最寄駅：距離（分）	取引価格（総額）	坪単価	間取り	面積（㎡）	取引価格（㎡単価）	土地の形状	間口	延床面積（㎡）	建築年	建物の構造	用途	今後の利用目的	前面道路：方位	前面道路：種類	前面道路：幅員（ｍ）	都市計画	建ぺい率（％）	容積率（％）	取引時点	改装	取引の事情等
8142	8143	宅地(土地)	商業地	13121	東京都	足立区	関原	梅島	19	13000000	1000000.0		45	300000.0	ほぼ長方形	4.5					住宅	東	区道	6.0	近隣商業地域	80.0	300.0	2021年第４四半期		
8145	8146	宅地(土地)	住宅地	13121	東京都	足立区	関原	梅島	18	25000000	660000.0		125	200000.0	ほぼ整形	11.1					住宅	南東	私道	4.0	準工業地域	80.0	300.0	2021年第３四半期		私道を含む取引
8147	8148	宅地(土地)	住宅地	13121	東京都	足立区	関原	西新井	15	10000000	710000.0		50	220000.0	ほぼ長方形	4.5						北東	私道	4.0	準工業地域	80.0	200.0	2021年第３四半期		
8149	8150	宅地(土地)	商業地	13121	東京都	足立区	千住	北千住	8	50000000	2700000.0		60	820000.0	台形	7.4					倉庫	西	区道	4.0	近隣商業地域	80.0	300.0	2021年第３四半期		隣地の購入
8150	8151	宅地(土地)	商業地	13121	東京都	足立区	千住	北千住	6	190000000	3100000.0		200	930000.0	不整形	20.0					事務所	南西	区道	5.5	近隣商業地域	80.0	300.0	2021年第３四半期		
8155	8156	宅地(土地)	住宅地	13202	東京都	立川市	柏町	泉体育館	13	28000000	920000.0		100	280000.0	袋地等	2.7					住宅	西	市道	3.8	第１種住居地域	60.0	200.0	2021年第３四半期		
8162	8163	宅地(土地)	住宅地	13121	東京都	足立区	千住旭町	北千住	5	380000000	2900000.0		430	890000.0	不整形						住宅	北東	区道	7.0	第１種住居地域	80.0	300.0	2021年第３四半期		
8168	8169	宅地(土地)	住宅地	13202	東京都	立川市	上砂町	武蔵砂川	15	28000000	550000.0		150	170000.0	長方形	9.6					住宅	南東	市道	6.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
8172	8173	宅地(土地)	住宅地	13202	東京都	立川市	上砂町	武蔵砂川	15	28000000	610000.0		150	180000.0	長方形	9.5					住宅	南東	道路	6.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
8173	8174	宅地(土地)	住宅地	13202	東京都	立川市	上砂町	武蔵砂川	15	28000000	610000.0		150	180000.0	長方形	9.6					住宅	南東	道路	6.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
8190	8191	宅地(土地)	住宅地	13202	東京都	立川市	栄町	泉体育館	13	39000000	1100000.0		120	330000.0	ほぼ長方形	6.8					住宅	東	私道	4.0	第１種中高層住居専用地域	60.0	200.0	2021年第３四半期		
8193	8194	宅地(土地)	住宅地	13121	東京都	足立区	千住龍田町	北千住	11	24000000	1600000.0		50	470000.0	ほぼ長方形	4.7					住宅	南	区道	4.0	近隣商業地域	80.0	300.0	2021年第３四半期		
8195	8196	宅地(土地)	住宅地	13121	東京都	足立区	千住仲町	北千住	8	26000000	1500000.0		60	450000.0	ほぼ長方形	6.9						接面道路無			近隣商業地域	80.0	300.0	2021年第４四半期		
8200	8201	宅地(土地)	住宅地	13202	東京都	立川市	柴崎町	立川	16	32000000	770000.0		140	230000.0	ほぼ整形	13.0					住宅	北	市道	4.5	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
8213	8214	宅地(土地)	住宅地	13202	東京都	立川市	砂川町	泉体育館	13	28000000	770000.0		120	230000.0	ほぼ正方形	11.5					住宅	西	私道	6.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
8214	8215	宅地(土地)	住宅地	13202	東京都	立川市	砂川町	泉体育館	13	25000000	700000.0		120	210000.0	ほぼ長方形	11.4					住宅	西	市道	6.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
8219	8220	宅地(土地)	住宅地	13202	東京都	立川市	砂川町	玉川上水	16	25000000	620000.0		130	190000.0	袋地等	2.7					住宅	南西	私道	6.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
8220	8221	宅地(土地)	住宅地	13202	東京都	立川市	砂川町	玉川上水	16	24000000	590000.0		130	180000.0	袋地等	2.8					住宅	南西	私道	6.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
8228	8229	宅地(土地)	商業地	13121	東京都	足立区	千住元町	北千住	24	60000000	1100000.0		180	330000.0	不整形	14.0					その他	北	都道	5.5	近隣商業地域	80.0	400.0	2021年第３四半期		
8229	8230	宅地(土地)	商業地	13121	東京都	足立区	千住元町	北千住	23	20000000	970000.0		70	290000.0	台形	12.5					住宅	西	都道	20.0	近隣商業地域	80.0	400.0	2021年第３四半期		
8231	8232	宅地(土地)	商業地	13121	東京都	足立区	竹の塚	竹ノ塚	8	38000000	1100000.0		115	330000.0	ほぼ長方形	8.5					住宅	西	私道	4.0	近隣商業地域	80.0	300.0	2021年第４四半期		私道を含む取引
8233	8234	宅地(土地)	商業地	13121	東京都	足立区	竹の塚	竹ノ塚	4	14000000	1300000.0		35	410000.0	長方形	4.0					その他	東	区道	4.0	商業地域	80.0	400.0	2021年第３四半期		
8264	8265	宅地(土地)	住宅地	13121	東京都	足立区	東和	亀有	14	78000000	640000.0		410	190000.0	不整形	9.5					住宅	北東	区道	6.0	第１種中高層住居専用地域	60.0	300.0	2021年第３四半期		
8274	8275	宅地(土地)	住宅地	13121	東京都	足立区	舎人	舎人	4	18000000	730000.0		80	220000.0	ほぼ長方形						住宅	東	私道	44.0	第１種低層住居専用地域			2021年第３四半期		
8278	8279	宅地(土地)	商業地	13121	東京都	足立区	舎人	見沼代親水公園	4	77000000	1300000.0		200	390000.0	不整形	25.0						北東	区道	8.3	近隣商業地域	80.0	400.0	2021年第４四半期		
8280	8281	宅地(土地)	住宅地	13121	東京都	足立区	舎人	見沼代親水公園	5	70000000	620000.0		370	190000.0	ほぼ整形						住宅	東	私道	4.0	第１種低層住居専用地域	50.0	150.0	2021年第３四半期		
8281	8282	宅地(土地)	住宅地	13121	東京都	足立区	舎人	見沼代親水公園	4	21000000	730000.0		95	220000.0	長方形	7.9					住宅	北西	私道	4.0	第１種中高層住居専用地域	50.0	150.0	2021年第３四半期		私道を含む取引
8282	8283	宅地(土地)	商業地	13121	東京都	足立区	舎人	見沼代親水公園	1	82000000	1200000.0		230	350000.0	ほぼ長方形						住宅	東	私道	4.0	近隣商業地域	80.0	400.0	2021年第３四半期		
8293	8294	宅地(土地)	住宅地	13202	東京都	立川市	若葉町	国立	30分?60分	7600000	670000.0		40	200000.0	長方形	2.5					その他	北西	私道	6.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
8294	8295	宅地(土地)	住宅地	13202	東京都	立川市	若葉町	国立	30分?60分	12000000	690000.0		55	210000.0	ほぼ長方形	4.6					その他	北西	私道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
8295	8296	宅地(土地)	住宅地	13202	東京都	立川市	若葉町	鷹の台	21	17000000	380000.0		150	110000.0	長方形	10.4					住宅	東	市道	5.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
8297	8298	宅地(土地)	住宅地	13121	東京都	足立区	西綾瀬	綾瀬	12	160000000	1100000.0		460	340000.0	ほぼ整形	17.7						東	区道	4.0	第１種中高層住居専用地域	60.0	200.0	2021年第３四半期		私道を含む取引
8307	8308	宅地(土地)	住宅地	13203	東京都	武蔵野市	吉祥寺東町	吉祥寺	9	110000000	2800000.0		130	830000.0	ほぼ長方形	9.2					住宅	南東	市道	5.3	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
8308	8309	宅地(土地)	住宅地	13121	東京都	足立区	西新井	西新井大師西	4	45000000	1300000.0		115	400000.0	長方形	7.8					事務所	東	区道	6.0	第１種住居地域	60.0	200.0	2021年第４四半期		
8313	8314	宅地(土地)	住宅地	13121	東京都	足立区	西新井	谷在家	6	13000000	520000.0		80	160000.0	台形	3.9					事務所	西	区道	11.3	第１種中高層住居専用地域	50.0	150.0	2021年第４四半期		
8323	8324	宅地(土地)	住宅地	13203	東京都	武蔵野市	吉祥寺南町	吉祥寺	16	25000000	870000.0		95	260000.0	台形	7.9					その他	北西	私道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		私道を含む取引
8336	8337	宅地(土地)	住宅地	13121	東京都	足立区	西竹の塚	竹ノ塚	6	18000000	1000000.0		55	310000.0	ほぼ長方形	6.0					住宅	南	私道	4.0	第１種低層住居専用地域	50.0	150.0	2021年第３四半期		
8337	8338	宅地(土地)	商業地	13121	東京都	足立区	西保木間	竹ノ塚	19	27000000	850000.0		105	260000.0	ほぼ長方形						住宅	東	国道	25.0	準工業地域	60.0	400.0	2021年第４四半期		
8350	8351	宅地(土地)	住宅地	13121	東京都	足立区	花畑	竹ノ塚	30分?60分	25000000	1000000.0		80	310000.0	長方形	8.0					住宅	南	区道	6.0	第１種中高層住居専用地域	60.0	200.0	2021年第３四半期		
8355	8356	宅地(土地)	住宅地	13121	東京都	足立区	花畑	谷塚	25	26000000	1100000.0		80	320000.0	ほぼ長方形	5.9					住宅	南	区道	6.0	第１種中高層住居専用地域	60.0	200.0	2021年第３四半期		
8356	8357	宅地(土地)	住宅地	13121	東京都	足立区	花畑	谷塚	24	17000000	720000.0		75	220000.0	長方形						住宅	南	私道	4.0	第１種中高層住居専用地域	60.0	200.0	2021年第３四半期		私道を含む取引
8361	8362	宅地(土地)	住宅地	13121	東京都	足立区	東綾瀬	綾瀬	11	30000000	2300000.0		45	690000.0	ほぼ長方形	4.0					住宅	西	区道	4.0	近隣商業地域	80.0	300.0	2021年第３四半期		
8364	8365	宅地(土地)	住宅地	13203	東京都	武蔵野市	中町	三鷹	11	170000000	2400000.0		230	720000.0	長方形	13.0					住宅	北西	私道	5.0	第１種中高層住居専用地域	60.0	200.0	2021年第３四半期		
8372	8373	宅地(土地)	住宅地	13121	東京都	足立区	東六月町	竹ノ塚	23	3800000	250000.0		50	75000.0	ほぼ長方形							接面道路無			第１種低層住居専用地域	50.0	150.0	2021年第４四半期		
8375	8376	宅地(土地)	住宅地	13121	東京都	足立区	一ツ家	六町	16	16000000	700000.0		80	210000.0	ほぼ整形	4.0					住宅	南	私道	4.0	第２種中高層住居専用地域	60.0	200.0	2021年第４四半期		私道を含む取引
8377	8378	宅地(土地)	住宅地	13121	東京都	足立区	一ツ家	六町	14	30000000	910000.0		110	280000.0	ほぼ長方形	6.7					住宅	東	区道	6.0	第２種中高層住居専用地域	60.0	200.0	2021年第４四半期		私道を含む取引
8380	8381	宅地(土地)	住宅地	13204	東京都	三鷹市	井口	武蔵境	28	49000000	870000.0		185	260000.0	長方形	20.3					住宅	西	市道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
8385	8386	宅地(土地)	住宅地	13121	東京都	足立区	保塚町	六町	10	36000000	1200000.0		100	360000.0	長方形	8.9					住宅	南	私道	6.0	第１種中高層住居専用地域	50.0	150.0	2021年第４四半期		
8386	8387	宅地(土地)	住宅地	13121	東京都	足立区	保塚町	六町	13	18000000	770000.0		75	230000.0	長方形	7.0					住宅	南	私道	4.0	第１種中高層住居専用地域	50.0	150.0	2021年第３四半期		
8387	8388	宅地(土地)	住宅地	13121	東京都	足立区	南花畑	六町	15	160000000	820000.0		650	250000.0	ほぼ長方形	26.3					事務所	南西	区道	10.7	第１種中高層住居専用地域	60.0	200.0	2021年第４四半期		
8389	8390	宅地(土地)	住宅地	13121	東京都	足立区	南花畑	六町	6	45000000	1500000.0		100	450000.0	長方形	9.7					住宅	南	区画街路	4.5	第１種住居地域	60.0	200.0	2021年第４四半期		
8394	8395	宅地(土地)	住宅地	13121	東京都	足立区	南花畑	六町	6	170000000	1000000.0		550	310000.0	長方形							北	道路	6.0	第１種住居地域	60.0	200.0	2021年第３四半期		
8396	8397	宅地(土地)	住宅地	13204	東京都	三鷹市	大沢	調布	30分?60分	30000000	880000.0		110	270000.0	長方形	7.1						東	市道	4.3	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
8398	8399	宅地(土地)	住宅地	13204	東京都	三鷹市	上連雀	三鷹	20	110000000	930000.0		380	280000.0	長方形	50.0m以上						東	市道	5.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
8400	8401	宅地(土地)	住宅地	13121	東京都	足立区	宮城	小台	20	6000000	250000.0		80	75000.0	長方形	6.3						東	私道	4.0	準工業地域	60.0	200.0	2021年第３四半期		
8408	8409	宅地(土地)	住宅地	13204	東京都	三鷹市	上連雀	武蔵境	12	61000000	1900000.0		105	570000.0	長方形	7.5					住宅	西	市道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
8410	8411	宅地(土地)	住宅地	13121	東京都	足立区	谷在家	西新井大師西	6	620000000	1500000.0		1400	460000.0	長方形						住宅	北	区道	8.0	第１種住居地域	60.0	300.0	2021年第４四半期		
8412	8413	宅地(土地)	住宅地	13121	東京都	足立区	谷在家	谷在家	4	13000000	760000.0		55	230000.0	ほぼ長方形	8.0					住宅	東	区道	6.0	第１種住居地域	60.0	200.0	2021年第３四半期		
8414	8415	宅地(土地)	商業地	13121	東京都	足立区	谷中	北綾瀬		740000000	1900000.0		1300	560000.0	不整形						その他	南	都道	25.0	近隣商業地域	80.0	400.0	2021年第４四半期		
8415	8416	宅地(土地)	商業地	13121	東京都	足立区	谷中	北綾瀬		320000000	2300000.0		450	710000.0	長方形	47.0						南	都道	25.0	近隣商業地域	80.0	400.0	2021年第４四半期		
8429	8430	宅地(土地)	住宅地	13121	東京都	足立区	六町	六町	6	15000000	350000.0		140	110000.0	ほぼ長方形	8.2					住宅	南	区道	24.0	準住居地域	60.0	300.0	2021年第４四半期		
8430	8431	宅地(土地)	住宅地	13122	東京都	葛飾区	青戸	青砥	16	32000000	1600000.0		65	490000.0	長方形	5.0					住宅	南	区道	4.0	第１種住居地域	60.0	200.0	2021年第４四半期		
8431	8432	宅地(土地)	住宅地	13122	東京都	葛飾区	青戸	青砥	7	22000000	900000.0		80	270000.0	不整形						住宅	北	私道	4.0	第１種住居地域	60.0	200.0	2021年第４四半期		私道を含む取引
8440	8441	宅地(土地)	住宅地	13204	東京都	三鷹市	新川	仙川	12	47000000	1500000.0		100	460000.0	不整形	9.9					住宅	東	市道	6.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
8441	8442	宅地(土地)	住宅地	13204	東京都	三鷹市	新川	仙川	19	40000000	1300000.0		100	390000.0	ほぼ整形	7.1						西	市道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
8442	8443	宅地(土地)	住宅地	13204	東京都	三鷹市	新川	仙川	25	28000000	1000000.0		90	310000.0	長方形	12.3					その他	南西	市道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
8447	8448	宅地(土地)	商業地	13122	東京都	葛飾区	奥戸	京成立石	12	34000000	1300000.0		85	400000.0	ほぼ長方形	15.0					住宅	北	都道	15.0	工業地域	60.0	300.0	2021年第４四半期		
8459	8460	宅地(土地)	住宅地	13204	東京都	三鷹市	野崎	武蔵境	30分?60分	38000000	910000.0		140	280000.0	長方形	8.2					住宅	南	市道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
8460	8461	宅地(土地)	住宅地	13204	東京都	三鷹市	野崎	武蔵境	25	50000000	1200000.0		135	370000.0	長方形	10.2					住宅	南	市道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
8463	8464	宅地(土地)	住宅地	13122	東京都	葛飾区	お花茶屋	お花茶屋	10	110000000	1100000.0		310	340000.0	長方形	14.5					住宅	北	区道	6.0	第１種住居地域	60.0	200.0	2021年第３四半期		
8464	8465	宅地(土地)	住宅地	13204	東京都	三鷹市	牟礼	井の頭公園	18	30000000	1200000.0		80	370000.0	長方形	6.5					住宅	北	市道	5.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
8472	8473	宅地(土地)	住宅地	13122	東京都	葛飾区	金町	金町	12	47000000	900000.0		175	270000.0	ほぼ長方形	11.2					住宅	西	区道	8.1	準工業地域	60.0	200.0	2021年第３四半期		私道を含む取引
8474	8475	宅地(土地)	住宅地	13122	東京都	葛飾区	金町	金町	7	45000000	2300000.0		65	680000.0	ほぼ長方形	6.5					住宅	南西	区道	8.2	第２種低層住居専用地域	60.0	200.0	2021年第３四半期		
8480	8481	宅地(土地)	住宅地	13122	東京都	葛飾区	鎌倉	京成小岩	6	31000000	1900000.0		55	560000.0	長方形						住宅	南	区道	6.0	第１種住居地域	60.0	200.0	2021年第３四半期		
8482	8483	宅地(土地)	住宅地	13122	東京都	葛飾区	鎌倉	京成小岩	6	13000000	510000.0		80	150000.0	長方形	7.0					住宅	南	私道	4.0	第２種低層住居専用地域	60.0	200.0	2021年第３四半期		
8486	8487	宅地(土地)	住宅地	13122	東京都	葛飾区	鎌倉	新柴又	2	110000000	3000000.0		120	910000.0	ほぼ台形	10.8						北西	区道	4.0	第２種低層住居専用地域	60.0	200.0	2021年第３四半期		
8487	8488	宅地(土地)	住宅地	13205	東京都	青梅市	小曾木	青梅	30分?60分	240000	2000.0		400	610.0	ほぼ整形	27.0						北東	市道	2.0	市街化調整区域			2021年第３四半期		
8488	8489	宅地(土地)	住宅地	13205	東京都	青梅市	小曾木	青梅	30分?60分	200000	2000.0		330	610.0	ほぼ整形	23.0						北東	市道	2.0	市街化調整区域			2021年第３四半期		
8489	8490	宅地(土地)	住宅地	13205	東京都	青梅市	小曾木	河辺	1H?1H30	5000000	56000.0		300	17000.0	ほぼ長方形	13.0					住宅	北	市道	4.1	市街化調整区域			2021年第３四半期		
8491	8492	宅地(土地)	住宅地	13122	東京都	葛飾区	亀有	亀有	7	37000000	2200000.0		55	680000.0	長方形	5.5					住宅	東	区道	6.0	第１種住居地域	60.0	200.0	2021年第４四半期		
8515	8516	宅地(土地)	商業地	13122	東京都	葛飾区	柴又	京成高砂	6	81000000	1100000.0		250	320000.0	不整形	14.0					住宅	南東	都道	11.0	近隣商業地域	80.0	300.0	2021年第３四半期		
8519	8520	宅地(土地)	住宅地	13205	東京都	青梅市	大門	河辺	29	12000000	230000.0		170	68000.0	袋地等	3.0						東	市道	5.8	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
8520	8521	宅地(土地)	住宅地	13122	東京都	葛飾区	柴又	新柴又	3	21000000	890000.0		80	270000.0	長方形	8.7					住宅	南東	私道	4.0	第２種低層住居専用地域	60.0	200.0	2021年第４四半期		
8534	8535	宅地(土地)	住宅地	13205	東京都	青梅市	千ヶ瀬町	東青梅	9	22000000	380000.0		195	110000.0	ほぼ台形	12.8					住宅	東	市道	12.0	準工業地域	60.0	200.0	2021年第３四半期		
8539	8540	宅地(土地)	住宅地	13205	東京都	青梅市	千ヶ瀬町	東青梅	10	23000000	430000.0		175	130000.0	ほぼ長方形	17.0					住宅	南東	市道	5.0	第１種住居地域	60.0	200.0	2021年第３四半期		
8552	8553	宅地(土地)	住宅地	13205	東京都	青梅市	根ヶ布	東青梅	29	2500000	14000.0		590	4300.0	不整形	15.0						北	市道	5.3	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
8553	8554	宅地(土地)	住宅地	13205	東京都	青梅市	野上町	河辺	9	21000000	600000.0		115	180000.0	ほぼ長方形	11.7					住宅	南	私道	4.3	第１種中高層住居専用地域	60.0	200.0	2021年第３四半期		
8555	8556	宅地(土地)	住宅地	13122	東京都	葛飾区	高砂	青砥	12	20000000	1200000.0		55	360000.0	ほぼ長方形	7.9					その他	東	区道	6.9	準工業地域	60.0	300.0	2021年第４四半期		
8558	8559	宅地(土地)	住宅地	13122	東京都	葛飾区	高砂	京成高砂	4	3000000	270000.0		35	82000.0	ほぼ長方形	7.5					その他	東	道路	6.0	第１種住居地域	60.0	200.0	2021年第４四半期		
8559	8560	宅地(土地)	住宅地	13122	東京都	葛飾区	高砂	京成高砂	6	9500000	1000000.0		30	300000.0	不整形	6.2					住宅	南	区道	6.3	第１種住居地域	60.0	200.0	2021年第４四半期		
8563	8564	宅地(土地)	住宅地	13122	東京都	葛飾区	高砂	京成高砂	8	63000000	1100000.0		195	320000.0	長方形	10.3						西	私道	4.0	第２種低層住居専用地域	50.0	150.0	2021年第４四半期		
8564	8565	宅地(土地)	住宅地	13122	東京都	葛飾区	高砂	京成高砂	3	82000000	2800000.0		95	850000.0	長方形	5.8					住宅	北	区道	5.5	近隣商業地域	80.0	300.0	2021年第４四半期		
8568	8569	宅地(土地)	住宅地	13122	東京都	葛飾区	高砂	京成高砂	8	59000000	640000.0		310	190000.0	袋地等						その他	北東	区道	5.3	第１種住居地域	60.0	200.0	2021年第３四半期		
8570	8571	宅地(土地)	住宅地	13205	東京都	青梅市	東青梅	河辺	14	27000000	220000.0		410	66000.0	不整形	14.7					住宅	北	市道	6.0	準工業地域	60.0	200.0	2021年第３四半期		
8574	8575	宅地(土地)	住宅地	13205	東京都	青梅市	東青梅	東青梅	6	20000000	360000.0		180	110000.0	不整形	17.0					その他	東	市道	4.0	準工業地域	60.0	200.0	2021年第３四半期		
8576	8577	宅地(土地)	住宅地	13205	東京都	青梅市	藤橋	河辺	30分?60分	26000000	320000.0		270	97000.0	ほぼ長方形	15.5						西	市道	8.0	準工業地域	60.0	200.0	2021年第３四半期		
8577	8578	宅地(土地)	住宅地	13205	東京都	青梅市	藤橋	河辺	30分?60分	12000000	210000.0		195	62000.0	ほぼ整形	12.3					住宅	西	市道	6.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
8580	8581	宅地(土地)	住宅地	13122	東京都	葛飾区	宝町	お花茶屋	11	45000000	980000.0		150	300000.0	ほぼ長方形	9.0					住宅	南東	区道	27.4	準工業地域	60.0	200.0	2021年第３四半期		
8584	8585	宅地(土地)	住宅地	13122	東京都	葛飾区	立石	青砥	5	3600000	370000.0		30	110000.0	ほぼ長方形	6.0					住宅	北東	私道	2.9	第１種住居地域	60.0	200.0	2021年第４四半期		
8589	8590	宅地(土地)	住宅地	13122	東京都	葛飾区	立石	京成立石	9	45000000	1600000.0		95	490000.0	長方形	6.5					住宅	西	区道	7.3	準工業地域	60.0	200.0	2021年第４四半期		
8595	8596	宅地(土地)	住宅地	13122	東京都	葛飾区	立石	京成立石	9	31000000	940000.0		110	280000.0	ほぼ台形	11.5					その他	南東	区道	6.4	工業地域	60.0	200.0	2021年第３四半期		
8597	8598	宅地(土地)	住宅地	13122	東京都	葛飾区	立石	京成立石	11	12000000	1200000.0		35	350000.0	ほぼ長方形	5.0					住宅	南	区道	6.0	第１種中高層住居専用地域	60.0	200.0	2021年第３四半期		
8600	8601	宅地(土地)	住宅地	13206	東京都	府中市	北山町	谷保	14	37000000	1100000.0		105	340000.0	ほぼ正方形	10.0					住宅	東	市道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
8613	8614	宅地(土地)	住宅地	13122	東京都	葛飾区	新宿	金町	19	22000000	930000.0		75	280000.0	ほぼ長方形	5.4					住宅	南東	私道	4.0	第１種住居地域	60.0	200.0	2021年第３四半期		
8615	8616	宅地(土地)	住宅地	13206	東京都	府中市	是政	是政	10	440000000	760000.0		1900	230000.0	不整形	50.0m以上						南	市道	2.7	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
8620	8621	宅地(土地)	住宅地	13122	東京都	葛飾区	新宿	京成高砂	11	18000000	850000.0		70	260000.0	長方形	6.0						南	私道	4.0	第２種低層住居専用地域	50.0	150.0	2021年第３四半期		私道を含む取引
8621	8622	宅地(土地)	住宅地	13122	東京都	葛飾区	新宿	京成高砂	13	51000000	1000000.0		165	310000.0	ほぼ長方形	9.6					住宅	南東	私道	4.0	第１種住居地域	60.0	200.0	2021年第３四半期		私道を含む取引
8627	8628	宅地(土地)	住宅地	13122	東京都	葛飾区	西亀有	綾瀬	11	28000000	980000.0		95	300000.0	不整形	20.4					住宅	北西	区道	8.0	近隣商業地域	80.0	300.0	2021年第４四半期		
8631	8632	宅地(土地)	住宅地	13206	東京都	府中市	栄町	国分寺	15	38000000	1100000.0		115	330000.0	ほぼ長方形	7.3					住宅	東	市道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
8641	8642	宅地(土地)	住宅地	13122	東京都	葛飾区	西亀有	亀有	11	36000000	1300000.0		90	390000.0	長方形	7.0					住宅	北	私道	4.0	第１種住居地域	60.0	200.0	2021年第３四半期		私道を含む取引
8643	8644	宅地(土地)	住宅地	13206	東京都	府中市	清水が丘	東府中	6	40000000	750000.0		175	230000.0	袋地等	5.3					住宅	南西	市道	3.7	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
8655	8656	宅地(土地)	住宅地	13206	東京都	府中市	白糸台	武蔵野台	5	41000000	1300000.0		100	400000.0	ほぼ台形	7.5					住宅	西	市道	5.0	第１種中高層住居専用地域	60.0	200.0	2021年第３四半期		
8658	8659	宅地(土地)	商業地	13122	東京都	葛飾区	西水元	金町	30分?60分	50000000	850000.0		195	260000.0	台形	11.0						南東	都道	12.0	第１種住居地域	60.0	200.0	2021年第３四半期		
8669	8670	宅地(土地)	住宅地	13122	東京都	葛飾区	東金町	金町	6	55000000	1900000.0		95	570000.0	長方形	5.4					事務所	南西	区道	4.0	第１種住居地域	60.0	200.0	2021年第３四半期		
8671	8672	宅地(土地)	住宅地	13122	東京都	葛飾区	東金町	金町	25	110000000	670000.0		520	200000.0	ほぼ正方形	22.0						北西	区道	9.6	第２種低層住居専用地域	40.0	200.0	2021年第３四半期		
8673	8674	宅地(土地)	住宅地	13206	東京都	府中市	浅間町	東府中	23	41000000	1000000.0		130	310000.0	ほぼ正方形	11.2						北	市道	5.0	準住居地域	60.0	300.0	2021年第３四半期		
8675	8676	宅地(土地)	住宅地	13206	東京都	府中市	天神町	府中(東京)	18	45000000	1500000.0		100	450000.0	ほぼ長方形	7.0					住宅	南西	市道	5.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
8681	8682	宅地(土地)	住宅地	13122	東京都	葛飾区	東新小岩	新小岩	18	80000000	1100000.0		240	330000.0	ほぼ長方形	11.0						東	区道	6.0	準工業地域	60.0	200.0	2021年第４四半期		
8683	8684	宅地(土地)	住宅地	13122	東京都	葛飾区	東新小岩	新小岩	18	43000000	1300000.0		105	410000.0	ほぼ長方形	10.5						西	区道	7.2	準工業地域	60.0	200.0	2021年第４四半期		
8697	8698	宅地(土地)	住宅地	13206	東京都	府中市	西原町	谷保	10	33000000	640000.0		170	190000.0	ほぼ正方形						住宅	東	私道	4.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		私道を含む取引
8698	8699	宅地(土地)	住宅地	13206	東京都	府中市	西原町	谷保	13	59000000	390000.0		500	120000.0	ほぼ長方形	14.0					その他	接面道路無			第１種低層住居専用地域	40.0	80.0	2021年第３四半期		関係者間取引
8701	8702	宅地(土地)	住宅地	13206	東京都	府中市	日新町	西府	13	30000000	870000.0		115	260000.0	ほぼ長方形	9.4					住宅	南西	私道	5.0	第１種低層住居専用地域	40.0	80.0	2021年第３四半期		
8708	8709	宅地(土地)	住宅地	13122	東京都	葛飾区	東立石	京成立石	6	62000000	1700000.0		125	500000.0	ほぼ長方形	10.0					住宅	西	区道	7.2	第１種住居地域	60.0	200.0	2021年第４四半期		
8709	8710	宅地(土地)	住宅地	13122	東京都	葛飾区	東立石	京成立石	7	26000000	1100000.0		80	330000.0	ほぼ長方形	4.6					住宅	西	道路	4.0	準工業地域	60.0	200.0	2021年第４四半期		
8722	8723	宅地(土地)	住宅地	13206	東京都	府中市	分梅町	中河原	6	10000000	650000.0		50	200000.0	長方形	5.0					その他	北	市道	4.0	第２種中高層住居専用地域	60.0	200.0	2021年第３四半期		
