"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
5028,"中古マンション等","","13113","東京都","渋谷区","笹塚","笹塚","6",17000000,"","１Ｋ","15",,"","","","平成7年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,500,"2021年第４四半期","未改装",""
5029,"中古マンション等","","13113","東京都","渋谷区","笹塚","笹塚","6",18000000,"","１ＤＫ","15",,"","","","平成7年","ＳＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2021年第４四半期","未改装",""
5030,"中古マンション等","","13113","東京都","渋谷区","笹塚","笹塚","6",18000000,"","１Ｋ","15",,"","","","平成7年","ＳＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2021年第４四半期","未改装",""
5031,"中古マンション等","","13113","東京都","渋谷区","笹塚","笹塚","8",24000000,"","１Ｋ","20",,"","","","平成15年","ＲＣ","住宅","住宅","","",,"第２種中高層住居専用地域",60,200,"2021年第４四半期","未改装",""
5032,"宅地(土地と建物)","住宅地","13113","東京都","渋谷区","笹塚","笹塚","4",60000000,"","","60",,"長方形","4.7","55","昭和56年","木造","住宅","その他","南","私道",3.5,"第２種中高層住居専用地域",60,200,"2021年第３四半期","",""
5033,"中古マンション等","","13113","東京都","渋谷区","笹塚","笹塚","8",22000000,"","１Ｋ","20",,"","","","平成25年","ＲＣ","","住宅","","",,"商業地域",80,500,"2021年第３四半期","",""
5034,"中古マンション等","","13113","東京都","渋谷区","笹塚","笹塚","6",25000000,"","１Ｋ","20",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"2021年第３四半期","未改装",""
5035,"中古マンション等","","13113","東京都","渋谷区","笹塚","笹塚","8",25000000,"","１Ｋ","20",,"","","","平成25年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"2021年第３四半期","未改装",""
5036,"中古マンション等","","13116","東京都","豊島区","目白","椎名町","5",21000000,"","１Ｋ","20",,"","","","平成16年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2021年第３四半期","",""
5037,"中古マンション等","","13116","東京都","豊島区","目白","雑司が谷(東京メトロ)","3",21000000,"","１Ｋ","20",,"","","","平成14年","ＳＲＣ","住宅","その他","","",,"商業地域",80,600,"2021年第３四半期","未改装",""
5038,"中古マンション等","","13116","東京都","豊島区","目白","目白","2",55000000,"","１ＤＫ","40",,"","","","平成19年","ＲＣ","住宅","その他","","",,"商業地域",80,500,"2021年第３四半期","未改装",""
5039,"宅地(土地と建物)","商業地","13117","東京都","北区","赤羽","赤羽","3",590000000,"","","175",,"台形","19.0","870","昭和63年","ＳＲＣ","その他","事務所","東","区道",11.9,"商業地域",80,500,"2021年第３四半期","",""
5040,"中古マンション等","","13117","東京都","北区","赤羽","赤羽","6",24000000,"","１Ｋ","25",,"","","","平成23年","ＲＣ","住宅","","","",,"商業地域",80,500,"2021年第３四半期","未改装",""
5041,"中古マンション等","","13117","東京都","北区","赤羽","赤羽岩淵","3",44000000,"","３ＬＤＫ","55",,"","","","平成8年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,500,"2021年第３四半期","未改装",""
5042,"中古マンション等","","13117","東京都","北区","赤羽","赤羽岩淵","3",70000000,"","３ＬＤＫ","65",,"","","","平成25年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2021年第３四半期","未改装",""
5043,"中古マンション等","","13113","東京都","渋谷区","猿楽町","代官山","6",40000000,"","１ＤＫ","45",,"","","","昭和47年","ＳＲＣ","住宅","住宅","","",,"第２種中高層住居専用地域",60,300,"2021年第４四半期","",""
5044,"中古マンション等","","13113","東京都","渋谷区","渋谷","渋谷","5",24000000,"","１Ｋ","20",,"","","","昭和55年","ＳＲＣ","住宅","事務所","","",,"商業地域",80,800,"2021年第４四半期","未改装",""
5045,"中古マンション等","","13113","東京都","渋谷区","渋谷","渋谷","4",120000000,"","１ＬＤＫ","45",,"","","","平成24年","ＲＣ","住宅","住宅","","",,"商業地域",80,800,"2021年第４四半期","未改装",""
5046,"中古マンション等","","13113","東京都","渋谷区","渋谷","渋谷","8",270000000,"","２ＬＤＫ","95",,"","","","平成15年","ＳＲＣ","","住宅","","",,"第２種住居地域",60,400,"2021年第３四半期","改装済",""
5047,"宅地(土地と建物)","住宅地","13117","東京都","北区","赤羽北","北赤羽","8",1800000,"","","30",,"ほぼ長方形","4.5","","昭和26年","木造","住宅","","北","私道",1.8,"準工業地域",60,200,"2021年第３四半期","",""
5048,"宅地(土地)","住宅地","13117","東京都","北区","赤羽北","北赤羽","7",20000000,"640000","","105",190000,"袋地等","","","","","","","南西","区道",3.6,"第１種住居地域",60,200,"2021年第３四半期","",""
5049,"中古マンション等","","13113","東京都","渋谷区","渋谷","渋谷","7",30000000,"","１ＤＫ","30",,"","","","昭和55年","ＳＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"2021年第３四半期","未改装",""
5050,"宅地(土地)","住宅地","13117","東京都","北区","赤羽北","北赤羽","8",14000000,"990000","","45",300000,"ほぼ長方形","7.0","","","","","","西","区道",7.2,"準工業地域",60,200,"2021年第３四半期","",""
5051,"宅地(土地と建物)","住宅地","13117","東京都","北区","赤羽北","北赤羽","8",16000000,"","","30",,"ほぼ長方形","4.5","25","昭和26年","木造","共同住宅","住宅","北","私道",1.8,"準工業地域",60,200,"2021年第３四半期","",""
5052,"中古マンション等","","13117","東京都","北区","赤羽北","北赤羽","4",56000000,"","３ＬＤＫ","105",,"","","","昭和64年","ＳＲＣ","住宅","住宅","","",,"工業地域",60,300,"2021年第３四半期","改装済",""
5053,"中古マンション等","","13117","東京都","北区","赤羽北","北赤羽","9",7400000,"","１Ｋ","15",,"","","","昭和64年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2021年第３四半期","未改装",""
5054,"宅地(土地と建物)","住宅地","13113","東京都","渋谷区","松濤","神泉","8",580000000,"","","380",,"不整形","22.0","65","昭和56年","木造","住宅","住宅","北東","区道",7.0,"第１種低層住居専用地域",60,150,"2021年第３四半期","",""
5055,"中古マンション等","","13117","東京都","北区","赤羽台","赤羽","10",23000000,"","１Ｋ","25",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,150,"2021年第３四半期","",""
5056,"中古マンション等","","13113","東京都","渋谷区","松濤","代々木上原","18",33000000,"","１ＤＫ","30",,"","","","昭和53年","ＳＲＣ","","","","",,"第２種住居地域",60,400,"2021年第４四半期","改装済",""
5057,"中古マンション等","","13117","東京都","北区","赤羽台","北赤羽","5",17000000,"","２ＤＫ","45",,"","","","昭和46年","ＳＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,150,"2021年第３四半期","未改装",""
5058,"宅地(土地と建物)","住宅地","13117","東京都","北区","赤羽西","赤羽","11",65000000,"","","150",,"ほぼ長方形","10.6","130","昭和44年","木造","住宅、共同住宅","住宅","東","区道",6.2,"第１種中高層住居専用地域",60,150,"2021年第３四半期","",""
5059,"宅地(土地と建物)","住宅地","13117","東京都","北区","赤羽西","赤羽","3",90000000,"","","85",,"台形","9.2","80","昭和51年","鉄骨造","住宅","住宅","北西","区道",3.9,"商業地域",80,500,"2021年第３四半期","",""
5060,"中古マンション等","","13117","東京都","北区","赤羽西","赤羽","12",34000000,"","３ＬＤＫ","50",,"","","","昭和61年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,150,"2021年第３四半期","改装済",""
5061,"中古マンション等","","13117","東京都","北区","赤羽西","赤羽","9",42000000,"","２ＬＤＫ","65",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,150,"2021年第３四半期","未改装",""
5062,"中古マンション等","","13113","東京都","渋谷区","神宮前","外苑前","7",110000000,"","２ＬＤＫ","60",,"","","","平成25年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2021年第４四半期","未改装",""
5063,"中古マンション等","","13113","東京都","渋谷区","神宮前","外苑前","5",18000000,"","１Ｋ","10",,"","","","昭和54年","ＲＣ","","その他","","",,"近隣商業地域",80,400,"2021年第４四半期","改装済",""
5064,"中古マンション等","","13113","東京都","渋谷区","神宮前","外苑前","9",520000000,"","３ＬＤＫ","130",,"","","","令和2年","ＲＣ","住宅","住宅","","",,"第２種中高層住居専用地域",60,300,"2021年第４四半期","未改装",""
5065,"中古マンション等","","13113","東京都","渋谷区","神宮前","外苑前","9",140000000,"","１ＬＤＫ","55",,"","","","令和2年","ＲＣ","住宅","住宅","","",,"第２種中高層住居専用地域",60,300,"2021年第３四半期","未改装",""
5066,"中古マンション等","","13113","東京都","渋谷区","神宮前","北参道","8",56000000,"","","40",,"","","","平成10年","ＲＣ","住宅","その他","","",,"第２種中高層住居専用地域",60,300,"2021年第４四半期","未改装",""
5067,"中古マンション等","","13113","東京都","渋谷区","神宮前","国立競技場","10",68000000,"","１ＤＫ","45",,"","","","平成19年","ＳＲＣ","住宅","事務所","","",,"第２種住居地域",60,400,"2021年第４四半期","未改装",""
5068,"中古マンション等","","13113","東京都","渋谷区","神宮前","明治神宮前","8",89000000,"","１ＤＫ","40",,"","","","平成31年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2021年第３四半期","未改装",""
5069,"中古マンション等","","13113","東京都","渋谷区","神泉町","神泉","5",40000000,"","１ＤＫ","30",,"","","","平成9年","ＳＲＣ","","住宅","","",,"商業地域",80,500,"2021年第３四半期","未改装",""
5070,"中古マンション等","","13117","東京都","北区","赤羽西","本蓮沼","6",52000000,"","３ＬＤＫ","70",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"準工業地域",60,200,"2021年第３四半期","未改装",""
5071,"中古マンション等","","13117","東京都","北区","赤羽西","本蓮沼","8",30000000,"","２ＬＤＫ","55",,"","","","昭和59年","ＲＣ","住宅","住宅","","",,"準工業地域",60,200,"2021年第３四半期","未改装",""
5072,"中古マンション等","","13113","東京都","渋谷区","千駄ケ谷","北参道","4",16000000,"","１Ｋ","15",,"","","","昭和58年","ＲＣ","","住宅","","",,"第２種中高層住居専用地域",60,300,"2021年第４四半期","",""
5073,"中古マンション等","","13113","東京都","渋谷区","千駄ケ谷","北参道","4",85000000,"","１ＬＤＫ","60",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"第２種中高層住居専用地域",60,300,"2021年第３四半期","未改装",""
5074,"中古マンション等","","13117","東京都","北区","赤羽南","赤羽","3",67000000,"","３ＬＤＫ","70",,"","","","平成24年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2021年第３四半期","未改装",""
5075,"中古マンション等","","13117","東京都","北区","赤羽南","赤羽","4",21000000,"","１Ｋ","20",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2021年第３四半期","未改装",""
5076,"中古マンション等","","13117","東京都","北区","岩淵町","赤羽岩淵","5",21000000,"","１Ｋ","25",,"","","","平成24年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"2021年第３四半期","未改装",""
5077,"中古マンション等","","13117","東京都","北区","岩淵町","赤羽岩淵","2",63000000,"","３ＬＤＫ","70",,"","","","平成24年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"2021年第３四半期","未改装",""
5078,"中古マンション等","","13117","東京都","北区","岩淵町","赤羽岩淵","4",25000000,"","１Ｋ","25",,"","","","","ＲＣ","","住宅","","",,"商業地域",80,500,"2021年第３四半期","",""
5079,"中古マンション等","","13113","東京都","渋谷区","千駄ケ谷","代々木","4",97000000,"","２ＬＤＫ","60",,"","","","平成24年","ＲＣ","","住宅","","",,"商業地域",80,600,"2021年第３四半期","",""
5080,"中古マンション等","","13117","東京都","北区","浮間","浮間舟渡","6",36000000,"","３ＬＤＫ","60",,"","","","平成10年","ＲＣ","住宅","","","",,"準工業地域",60,200,"2021年第３四半期","改装済",""
5081,"中古マンション等","","13117","東京都","北区","浮間","浮間舟渡","11",33000000,"","２ＬＤＫ","55",,"","","","平成16年","ＲＣ","住宅","住宅","","",,"工業地域",60,200,"2021年第３四半期","改装済",""
